ФИО,звание,номер роты,возраст
ydmwhrkapmuqwhgseesg,nynfdlxwgjmk,11,64
bmytiguovbsdarcqzpqavhrr,uhhbtizejcp,1,29
uofkqayqefosrutsmyr,wcmbidss,15,52
zkwmoiqjmggvkd,catgxrjfqazqdqae,15,44
lideklobqi,exopspkvocp,18,49
scjuglqlwhyedtxzhmimpgu,sfodzycqi,12,59
zljizrafzv,nrblzaxyfyuksbof,12,34
nhmwhczuzvgmqapvxtr,pzbbpwkgsydu,12,34
isldqnfntrcoeuhpfiqmvw,palkkdmrijqlt,18,50
ecsxusryuxcztplagyuauvdnj,rtnpczolnuwmbxjt,17,56
eaduxrambfuaufrhqvi,tqnhedzqyt,4,34
hsmqmphlywsqagcvgodn,tpxdywycoygciy,5,54
piuiihyrhiqyybry,atpbwiqh,4,37
zyykkdbtgmuasahezqfp,nbpljazn,1,50
lwvxwxpzpbypymcahctqs,teuecyzlsqcehj,15,39
uismmrfxmkawhrmg,jmikuvohxlxcuigs,17,39
fqrabloqcd,mnzlqehwlcw,9,60
pzdomzebuqhnhmofokvhlyyy,elrrwwtxursxlnl,1,29
dduhecumzzkiqc,qnjbvwhsobfjmv,20,63
prrxxvvigvfkhtlye,plzhhddiyao,16,49
csowiwlyhefygkimixavzrnt,crtrarqlarmkrdrz,15,61
fbytmxpgthzvgflqnz,uhppocpabaxnxgh,11,20
hakgcwoldt,xtvfwtqlhzup,13,26
lebufaumbeelfkt,ageaovmt,16,51
qhsbgerllr,bpwfkjgmbzjury,15,33
bqlbbbtruuzyngicpvpvy,byyadggiwpttbnjo,2,21
vvggpbkqwgkx,xtxtmmuy,18,51
rnbxqkhaiwhrqnqwgfmca,hjbvhggyhbyg,10,20
iovncurzfsotrd,mthdaywdfmvs,13,45
gwppyemrvbcobiighqhgmqi,kugimaqcvqmd,17,24
tnegaxjsvgkbfdxxjxb,rdgerozurxz,3,27
hmxbtqidkibdgg,bryfhbhqm,3,61
vkzgrrnrevzgplnjerzyssvv,fbrbwyefa,7,51
sqotpruzdihyfsr,gokoqwvwdvjaflyw,15,22
tutbtovwvknygbdpbazuglz,jahgtgpiiqhgukxc,8,51
yhzxshuzoeedgzqne,gnsntxzveixwcret,18,41
amvxwaymckz,pbquydauprvu,19,26
njdowzijliowwfflbxvub,oshqbsee,10,20
ihvonrbvarufhtzf,hntpynmgob,9,52
kzxedvjrspbdcjd,wjptcrccldacbo,6,52
xmbfqvlskbmx,igaduhronlmb,9,64
kxegjbmmgknomupmaorht,syvqpqwupethuyxc,19,59
cfqtebyeulsexr,icfsjzoh,16,47
rduluskdqtpsro,mdczsrqvpd,19,48
dadxakkeucuqibu,rnskpdwzninswih,6,40
rpvvabiynfswmmvdjkwszb,shpabdnlbj,13,25
mgsicyaptgdjpf,ldmctqwzctcfiptv,6,49
pxhdsnfsyrjt,clpohxzhxs,3,53
ywsqmzjltjdjvngcppf,gimcqdidniasny,7,26
xmrcapnfueyifxpkmz,ifsatzsfcmsqvmuw,16,42
hsroljnboxtkvukcasg,htkfozlwcusjp,6,65
gqcarqcsozbvafimmwjtd,gkrbchiq,17,34
tjdeuvyjhuohwuqcqz,zlesjydshxfgn,11,52
cxlvxynvxfvoihck,fwxrdkwdbaa,8,47
mtsxgansmw,zraqftanxssx,9,39
qvwawepeshuzdjjhl,flzszowisy,20,26
xoyhorhcyjppfjycs,vurnoihm,3,51
twfkuimgnligcwhywibp,mugtiundcext,13,56
dnqqnilsthdzvmlz,vbghmquihg,7,45
biupkfbjsl,vrwpxxdk,16,37
ojdtffxngtepnqropi,zlpxfuvtwhz,8,51
ymtswgvruxdgdvqevn,lsuwyuzkdzhw,12,24
jknchmmbteiqflohsjtpz,njxitjlnpiyfoymh,10,53
utmlvxmqypqdconxc,nylpcxygcotl,15,35
