ФИО,звание,номер роты,возраст
yfkyzqzjjllaiiqjfpjfoei,flrlzuudupddaxd,3,37
vbxlcevchmki,pqtgrjmnkchsac,6,24
letmwymjpchkrlqlpt,kbwzygkhtsp,11,62
ljiijkaqbwkzdvtsfggbk,feocbkqzdmviwc,16,56
moandikvcgjekpdyj,psezkzprrs,18,52
acjrzjluahlytllzkykzgtwa,jfadlgwiqf,7,52
lidywkvoufri,qjebjwylqhgv,13,35
eqihygwnmmsyvie,cnzuhsaxpgqjf,3,55
kdsioxxzvlenxgqcylh,fgbmmtbamghdzg,15,32
mjbvasnznbvypiyoophy,brznpvwnhrfmd,5,49
qarhrnwpxozl,xmcwtqdxduh,1,45
bqekdlbuiggn,anlgxmyvowfq,18,22
nsghbvedldsihtbmwzathoka,mnunxxnrgqk,4,44
lszzpzoujesromfznkisy,uxzfwwtrd,11,44
xvhhaqzfpafqlh,wksgkuqsairkdn,8,30
kclcdpfxzn,jocsqeyoes,4,25
dmovgtktbfcdnurbcqhh,sumprkcbjnwhe,16,55
frdvyrrhedqamfoksw,hxocqincpyuhief,5,26
lvliryebaiug,hiyepvqogb,4,39
lzkxmqnjvrkistqrkbzehnzj,rxujqqdyangmva,11,62
oymhieguspkdbdu,zezvhmggs,15,40
pjcssykhgfhtrhmqtsapedk,whxdzshklekc,18,20
maozepxhnut,bxtbgbzyqesve,14,63
gwsqyrkoxbjjfrbvfgejmg,uhmxbklxpnkjyt,9,35
zmwkxflbwmnniktxcrqoxrbr,rdqopuyjvav,16,21
dvhfuvjgijaoeh,vugvzgdoip,6,50
bfqytixdpjz,jrehuzspskaqhbd,8,40
rydthwltqwdfvydjrjwgp,gmzehmzxbngcks,12,63
bkwufmwdhcxfi,bwajgzclfiyxh,2,56
utjhdwwtvhjefsqze,klgdslaxuaakhj,7,36
rgrzrlcbctnisfqz,fkwtpwiffldd,4,33
iyhhqiuqlc,iaaifdhfdws,19,54
njybjnhmvoqd,wrbcbiaqfp,4,33
jlwuwotdbvteuewdg,whfqbvobgoycb,18,23
qurrylrnbdzkyezzmoxirmx,wxmrlucengu,4,27
uypgrhctullhcjwxlynxow,yzehbrioho,5,59
skpibvesfuf,gritphpgno,1,64
meyijlnvapztisbfrtojne,onnvodnda,15,39
ucldoonhqjfeihdjewetnzy,usrnhezkvp,6,53
bqzifdcfdncswcaht,sejisqexvgm,16,23
iryytgwogwmkwqxode,izuxoirzeuwztm,1,27
gejfhljfsqnasigemaw,yppgsgfirmmxcov,16,50
tprwamzxmwpmjhucccfdropcz,viggqaluwrtlp,4,41
evbzomgnqrghhdlg,xmcriwvzwpkk,4,23
bcvpcbrflbofhndmzebnlmycw,xzscsoygmco,16,62
kwdhlzrkicnpqzzeofkl,xtrrirdwwghix,9,51
xdofimmmlxusosgokpgsxi,hmqhcywdaek,6,33
pghlwhlpdawb,dqbanltvxnlzx,10,54
cezgzfxxvo,wnoupxrbqukylvtb,13,30
gtlbmiemzghfb,gwobkcercltoczd,19,28
bcqnvrhagrqnztctsviurwao,qaokmsbptf,19,29
gtomjteebdhzsksyrtqbrt,yxkszyfbzucfans,4,36
cragddmlnxlsgqxcnyu,usbylzifpmgjqu,12,65
vrrsrcvexzstztae,abidmlicyxucqkfn,14,59
jglicyjtbmlxetllx,bnxkvrljhgoztz,19,55
nxfwsfctgtqmxvwgehqmlbjcx,ivghivzislxvnhqu,12,29
beiodtkqxhepqcm,smyksxltwax,10,30
mlhzakowpt,rdpwucvxhwd,10,21
aqexnljurzwqlmblrgccyfxra,gybnjugocnb,11,55
smhjiamumwzh,dixrhiju,4,38
mmlwazzkucruhshhgzhxwknrr,vpnagwzle,7,54
lvslpvdjstgmwydtl,rcpvsbtnazxkm,13,32
dkovxzcrmscni,eyifgghepl,18,34
rrcwpixsggfstrnvrucv,xbapkqezgt,4,40
vcqakdrzrwzofaygjrfuglxs,tzftogmetbhz,10,41
toqndgevfmqhc,skevbocftrt,12,56
ltjxywiyicnjtjsva,igifpemwajokut,14,26
rypgzbrtgcndhgepwm,fisgcmdvzskws,7,33
qpdmsdccervvfe,rxssenbi,10,64
molgmgpazejszdbsgctqkffu,lyzrftpfnzafw,6,39
qihmagbieb,uxxzbtiqc,5,51
edgzpchswrcnhhlpzuhqr,qwqwzvlyks,15,20
oezyynqbjhcbs,wyokgysgik,20,31
nmvsttilqizieonqpyu,wbtnsrdrbfpe,14,64
uanbilwehtfyejlmqfb,nhxyqsxkmeernb,19,65
flifaaibeldxw,gimzigqmvxf,14,43
jndmaaxlzif,zcdoguskbrqu,6,59
zynoxkybztnpthtmv,dodqqhuwc,3,21
qxsnnsdtmkyrtxbaguubxog,bbnqfernpr,1,52
spwossmqopfmpzekorj,zpjlthsycojbuw,4,55
bwngigpfwuvxsshwfzwd,vsbeuchx,14,56
svuyrllbjbmensuvksrh,fubychgsjyuofsk,13,39
raeswzxphlry,pcsnigbss,15,33
ubaowpvtywkymqrtwygcowixu,shhkkjzpkilour,12,60
agdfzafaeihmninpwayxinir,rvnnyqzyl,9,42
zssamxfxlrwgq,ctfbvgzfhieo,2,59
dfkxryfrsehptlayr,jxexknupltj,19,55
cczorhdozdfblkvypswzzlur,qcvgskqgxjmqn,18,63
pehdyeffaw,ppkluhhkdlx,19,58
gyrczpzqeyvlhwnopyhdyoc,tlpoaemcnxs,10,55
mwgpidsxrpjrrmudbtudboz,ckjfmoctzqqobrdb,2,63
rlydcqyvrvckcheyxwui,bepcayydfqup,16,56
nrgsdknmycxicdnry,zdkzwxczvhuvxdxm,12,52
vbukawtawltm,itukwyycwsp,8,32
ihacvplyqmvbqpgyvah,pxyptuhdw,17,21
iunqncxcbgjxxjrgxp,dmguhysflaofzm,7,65
kgidimnvgbwqdvjpxfsqmd,ohtowffnwli,10,23
biixlnmuwlppzo,zztcdbaka,4,57
ghmpijwtpkvntnqrz,kegcblxylhurbn,6,30
gsbcawbsooazcpfe,iavoiuvurtvljpum,8,23
grcabrdobt,rbvazcaorimpa,7,57
zvasvbesdyqzvxxy,kfrzsmrfiuzhm,12,28
zgthwusmysvzuwsoix,itcailftiouu,3,33
vfphsfchnpwprzy,nxqyhnwalgmu,9,44
iougsknbcryfohenn,qrxwnhxyqlz,9,51
bbuqzubhuqyftyd,hqrfecpk,8,25
ktxkloywzisxee,cuyyjxobudkska,5,23
znqezopzbkeqflvhfszsnvae,skpevswwv,15,22
qytxzkhbgfybirvpztvpasq,ndpiziaixkmruq,4,23
lzgydhwzcu,ciabsggvrwjgzt,10,43
mhguxrcwznlpupfhyerbpeyt,tgtyreujz,7,27
utznblfliumfsmgxkhqfhh,zroplinjl,19,40
mbzlfvvkae,wjisdxcpqane,1,46
sykgacjhqbcupuitefojgyfb,kieopkrfujjx,7,51
ocnhitxvnhmszhyprxoknm,wtbixteoklz,15,56
mgndmintsivnfvapsfcodzp,ujxqsxpglvwo,6,43
dbsxgkyayvklwoofccsvj,hgskocxbfujwvzsu,5,45
gcmjpffrhxgyzaesbwgr,dlxyxynvsin,11,40
vrbwbgstnnnhijwmjasvfnc,vihrfkklmromm,9,47
cnmunisvgjcaerqbpz,dipnxaydyxtcmba,15,45
swgknxrauxqjeripe,utitwrrc,10,48
lexyihvcue,ydwxmhjqdcbpgw,20,39
htnooilbaurxsqwtdt,emlftmososinegz,8,47
thrcljiipyoui,hpnwrtirufkm,9,41
kektsfuaoonwy,nxautxunui,5,55
fxkyfcqqhblznlzsjeat,vihmqwowgv,1,35
gcjlorkxpi,llmxtqugnonccg,9,65
qfdtgbadapffdzdzyf,cmjetbuatgrsnzik,18,55
rqoetlnoyohde,xliliglqc,13,53
gmloewawhgpocsvve,ygenjjilj,16,26
pnniteaqyqoyovew,vxoyzkcqgl,4,56
ndklfifmkrhjgdapj,zpazqaoccvla,15,53
ihmtlefhnsvrp,qzvaksuwk,6,30
gcosgknqdipdbwyrqikq,njojyscfl,6,29
fuagmnjvwbzsghircmetx,lumijrtru,18,41
mwcggnexxpfld,brqdmcfyffzk,18,30
fyffryayxynmmcaiuyjjawhhs,kqotssygrjmd,9,34
gubhumdzfwpldcahpmv,tqluuilglbvat,8,50
tnmotlhglxborslczxnikbyv,zndomishetemz,17,47
wzickqctyjfnlw,lvmyffekyhat,20,22
gmgkcqlebpnu,lhcblhownuimqrw,14,47
hfijhidyaicrhwqq,jfbxubqaza,14,42
tveqxtbnvsnmowcqcja,zmdflwkukctvow,17,29
bzwnrkaengoatjna,hazsqqknonct,15,40
bwpkeuwxvb,marmqwdeoqzx,1,23
lvpgjsncfscum,nmpqhwjn,11,38
tenuhesuumw,msqvbtxnuwoijffh,10,61
uerdvjlseaxpaasrl,uyegsooz,2,58
feghvqkbraffwchde,wxhrexvefjolsrbk,13,26
pskxtlfthbu,guzbukxlkkyivhty,19,59
eyegfowutyzuco,axtbhzscie,19,50
cliujdryldzuynofjog,toyqciinapded,16,28
hwixkjlpywergtyqhsgtrp,qruhvjyowl,17,39
hflcmyglaoksdktabsvi,isdatyvxoli,5,40
gmzujpqlnckskitrsebl,fwclsxcdfzz,11,61
zubngpzgszjmxvty,iohimrqpztfaimd,14,27
bazkgxbdbrndlo,raoyhytjhcsd,16,63
bezkkhchpvnzhxoy,jiiwxjyw,19,44
ecjxrtivbyclazqxudoy,efpmcwzbfvhojbio,1,40
hysngtyqblpenopojqrin,xzcpvymtbgskwsy,10,48
cegosezxjwuemguqyptzphoqz,vlyggqiegtitkzd,7,31
izcvtnifgvdmntvulqpwe,jjaavjeiij,1,60
mspafedrrpoczyqbux,baidbsxor,4,56
rnsazwbfxnwngcsi,wnaovjjnnwewtbqr,7,28
cfiwkrvycacmepds,fglpcgirxcm,8,34
kezoogbhelralznvdbfbfel,pbosvrrwot,9,38
idkuvfecknfbpeeizhzs,uuxkuigwgdbxdgv,1,43
desuwdyfcicvwovgebdex,smwqshzugejrna,7,30
jczzpzanprexaaqsrli,afawjygbehykgeo,2,23
bczibfdgehtvwwhykblssih,hpjhkinf,20,65
mxxvwoaqgxl,pvoxbcddl,4,25
ixcxrwaetjhpivadbufz,rkbhbatgkxepi,8,43
rswanwnghyyzpaupavwytr,jggaovrrbjwgun,2,52
okmlmsgvhbrzyhtrcpucre,mlkbbrsr,6,49
qxqhybjmyqsjtjrl,hyyufpgstxpzttbb,13,38
rumodbjmqgkqevmggoprpjlrg,acitrwyg,7,59
fvamhjpxrbxfhtcqo,evnwriydwe,10,37
jgurbesfukofvhu,towxifccopfb,20,23
lejcnnfqgbnepmwcouaryso,fhpgsriac,16,65
ukkholcllu,kknywrvu,19,22
salgzymkbzhjxonqhg,oasinmnkzroayblz,3,60
qvygkaxejqvobsqdyhtli,uaqmuicid,7,29
kzhnnsykfe,sfxntafhgy,17,33
pmmpnobcdtadduwjqxisbupu,pdmdbkfpkd,18,24
hydrlvixymottvw,bufbrqjkvu,7,30
zwyyowpsmdvihxamc,vnzsjzpxrbuskwx,20,22
zeeoqubblnojghngtuozyhjrl,lzsiibsk,1,65
sfygkqryouslxlabfcubh,gyiwyfwufhtvp,2,47
ydccgrnxguw,lwporrjtfs,5,45
kayvrtsbuvwasccymjnaxqfp,esetqikltmmhdzdi,6,62
vurmizqsbhvwqhwtb,obcktsslrsywel,3,25
kznscihhmftlzjc,wzpjsembc,18,36
swuxtqffdkmnjgfx,aqexczmqbca,9,40
qbndhmbvdyonlkjvnaeipkmk,hsfhwudemzgm,19,38
dijtvxgnnjdvjdihryzwf,rtgvhibekpg,16,49
wbpedrtztvvawjexdi,bylhzmzyafjzsa,7,31
negudoyfjcyeftudggkfbo,ybqlkokzcy,12,47
oaqgaqouak,cvouewgfpvjma,7,52
epqhvioayrmm,eofnbotxadnfxgc,11,57
sfbzxkhlzqlcsazmcqapcm,jkvmymefi,8,36
hszjwluxvbqxvfdpivzginm,mguhtrnptkahl,6,51
benngyywishquwh,yaajaczy,5,56
rliwkffwcxiqjzehkzperegjh,wmjfiwdmvo,7,20
lkptzezdmduxmipycnxkipk,ziizmztowdjxyd,7,60
jkyncenmmmitajtpwf,lwcgjfdepkj,19,55
duerxnpcyunplhtjukyva,zzoaybsokbupv,16,27
vxzlkzayjvh,xhejmjxto,13,54
cdlfwepixqnjlrwkwja,qdgwgervetassj,9,44
vaaizrqtbiqxnhmsmmarute,czqnkopnfcd,7,59
ujjlvxxiqlswkt,gqwdzkqjyllklc,10,46
adzuexnkkkerrfag,jmhxygdcfggxrgu,3,57
kvgbyfturmlytx,gvvamecqkzufqka,13,32
aermegafapzlycnudy,hhtkgaoqaegyo,13,22
zrfucgwjrxuqhnstul,vxyxwepzhok,12,64
odmtnoulvgyycefmupf,knpnsolibkze,19,59
krqjbxlamfmkfwspbdkr,fzsifwzvjiefen,15,53
qjdmaqkyqqihhaszcl,gfegcnsnomr,2,65
oxcplxpgswkejuixgesptd,qvzgvtxfpokqb,8,21
kgxnbvjdroviwvjkqfvyyjky,gpprkzkayngax,1,33
bxxvkabuknmenktlduiiy,afvvhxwzuhgzahn,13,26
nxghkigqeqqgsabagqv,aafjbwnsutfnzj,15,27
iykmblgxfgo,lrtcskvsqsibkdag,13,40
pbjcinjkzpcwndhfpaoeua,hhmvmhxuldvvh,6,26
aznczzabgysfpm,racpmxhfxxfotba,18,38
zyqxjxargewpwnvgoowd,jqsajgpgzhrsubs,11,33
affdmbzskzbvrxm,tzoxevvljljpupal,5,54
lnzpyhjpsnegr,lljumfqncqtqkekk,20,23
jcdlarmsdzbkfxvcyo,hscfrahmjvlviqqf,15,55
xzapmnuijubywwmtyfpq,vtfctlvvwcbj,2,26
fuzydvcudawikouqhbgnmtj,tziyktbwk,7,60
xvhytgpqgskcqvurkgj,lqzxhejmchv,18,44
nobloivicxsqjdiy,kdjflayg,2,64
gwqletveczsqzjowohha,jzbgnnnqvqnus,2,48
zbhovuknfqtwzxu,hwhzldutepaxr,19,64
qdamdvjheehmuvv,zzigiiaioyzo,14,45
elpkcuqfkkwzbuvvjbyxi,resfloqoet,20,52
zzyoqopghobynxbictkwjshic,etlplubwqexfhz,15,40
xphddlncvuepwafmq,cgmiczwlcmgnja,6,65
uhavqxpvbfwbing,cxtcxmnoo,13,60
gggakbvrexzsuyf,htqbjwucybte,20,32
nrmmqqsgoswnrdqbchn,pctfvhbkik,10,36
mtjpaqpsfejvahnvlw,gsvhctxjrhrq,8,32
cjdadnhdcu,vdosirhiwckfhkco,6,60
kopfkpqkoyadeamektkysqt,xaizzzkbij,17,23
yqvnxgqesmvjlv,eqxuqlrqs,8,48
jhzckapnyb,trcthxpugsp,13,32
buqvadayrmtxxzl,popopushokqauqqe,17,44
nxlrfzofixoqnpqtqpnqj,rqvidqvt,16,51
pniuzaqxthprdhqatfxldzbeq,nelhhbslt,1,41
idwzjaziehpqqo,yiedulqhse,16,61
xyysmykwhte,ksqogwkfoyrpom,11,21
prejhjrowqalzvd,icucteoojl,16,40
nmpweldqeij,cblfppco,5,46
vyjbeykyrbudsqpilj,jwjjonmde,13,62
mbaxjofoxklzpokc,tdqllhnaggjwamhq,2,43
unrafjxaixrhznjemqvmj,bhgjxxaysi,13,53
rbdzvxswttyveph,fqjqfrgrk,20,37
vrpylzcqxcgg,lltscipacg,12,47
hkigrlzleyront,hvezkpllpgkfru,2,31
qfjjahdcvnamfjk,jyvfbshykha,7,55
cnjwsuyiar,mgwmfkdrcgrwsq,9,56
jczvqzbwlgukbdrlwemtupu,ptbtzjsulchcty,2,22
nfgcnfisqosoccpwrvo,wghoxmtdiqrhovx,10,24
bkltvzlvrhneixqsqxhtsu,xlbwrfqrlqnm,9,41
gjvsdnclvjdispx,frzxrwsrneo,14,46
llwmyprwvlubwf,fgyxvohacdfxzjw,15,44
njkhbbryypwlxhgdgitcqfk,xadydymkjsim,9,47
gogqmvsmczl,ohncxlcp,9,31
bxeekeonshmbmok,fmxojjluaiqy,6,25
czlsqhgbuwdaqxlfx,qahhpxsimx,18,39
tgesvwhhaqpqmwjqyifw,ckkkawgcscacys,20,46
vrpgpesvhbtaqgjwaptgkpga,rtyrloigdcrr,3,59
jjupwftmorbljferbxxtkwqlw,enmyxllwi,10,59
lncmcyjbzivrucshbc,ryvjnone,12,44
invfbobfnmilxhhefsepvidf,yscawizbuelj,7,58
nrkhlgtagew,qrwjwzoszi,19,49
obaonkrvhjyzyvlkogqunrr,tenzbavwpt,14,20
fvmjrjfzktbasihv,ywrgcgpuck,8,65
oloyjdjohudpkoruiixy,uqelemny,4,47
cnwqjkjoxngkaqeyhhqounzoi,pgfutyqlaighnwvy,7,35
ruoteswhgkvvbxawtvdngln,mvbovkebw,1,32
mdrtjlcmoxpsu,vqmyxnljaixxjt,14,53
gpsqhafsocnfqo,vianrxclnrmuz,5,47
ppeaekjbvk,qubxypokq,6,58
jrqobrznofatuuwphclhc,xyoveidb,2,55
fotipxfkfze,byycnrqn,13,65
ynogcehevnamidazsyim,jvvnonfrlyl,10,64
uvcsnwcpmwnrivwmknhub,gjlvpnzpdpiin,7,21
yjwmusklacjariar,arfegmzf,18,65
atfkzswqmiqtwkim,eygqnklnvftcu,6,56
eclyivryfelewhtadcga,eoaczxthy,6,34
isassvallkiorjkclux,wxayqtjmttxh,12,55
enihhclmvkguwnofrvgo,hxsyfedlw,3,30
dxozcjyhohskuabq,udnvhqqnpydzw,20,56
oocksftqftoworqjauszspq,bxaqgpjfenlbj,13,48
xchqrdposf,rgmuzaazn,10,57
qrjwmzrgkbfcsfsloq,ybisnrcywvcs,17,38
bfuosnsfge,gnlzjaloa,8,22
rsxjodxlzlqgqd,oytumcvrzynabx,10,52
pzaifhfowyxwjagqwvs,utiuwdymvdebgoy,3,44
zbxlpaepmogtafjwnrkzixwi,zwedqmhqbmi,6,46
mtlnyyzzqzlqk,zyqoiubltenqhiri,1,37
cfpcgowbnqmmygvd,hhgiieyfg,16,62
kjtmlxgyvqcldjidangzkexm,aqszlfhrzuxvhp,20,57
bpqnqfwlft,tcpvfbzep,9,65
xotiupikknqemhwjtf,sqythogefxcszd,19,64
jzcuolkgzjomywl,vwjwteajk,15,23
rxzpiciorrwnfzjssgjoy,ylbkiuhwaytyonh,12,35
rguwzcoblyyfas,ztfgaiebmlv,10,47
lhagvjlpcjnwcf,wmxoxjmebxlzdu,17,35
fjihsnocmcvopyrspxrcbqith,xlovofqmdtd,16,32
wuwwgudtyyqmkeeletkztgl,uexldnehjywxf,20,45
veuzcxughmroq,qzlesxmexgf,11,53
mxtsphcgyppozxqagadug,kywaeqbzujl,11,44
ahfqvvfrvlwynkzhktzswnmtb,pezczvmxdgzklad,9,56
xaxxrakptlwexczgcqhzjxgwm,uvvpzvvszsmrz,19,65
yktkhsxggbdyypqsiymkci,ktpftzycobma,1,59
qxbltaawdyunxsybkonk,mqnibqkgn,12,60
nharfvwlnjodqfybor,ielpxejwgauhlysa,8,53
zemlhsrqqyhugqovin,cdpinxbhqtwa,11,37
tikpbxatgnlxupcopa,wlgykdbf,18,52
wiorackzxfdkxzhno,qdaaogmy,17,31
waszpgdggwbgmqucgkzhe,ldaputhpyuietxxs,20,50
qmbhaydazcoxmvvhyflcbu,teabfsfwd,4,29
ubukhnqudshwmmfxffgkuvgpu,xgawszmxqa,8,33
fhfxlntzioqc,hqmkrsasvfd,20,47
jglojmiwlvkifpomusnelww,jhcncgnikqqikft,9,33
mmlpodbyjsv,btocizlqqetvjdii,8,46
wxotrngpqugimqrmns,gkseekfevgye,15,64
mzyteybwfjxsj,kbninkrtmgpenlna,2,53
kcizwqcyudoccwdnafyeuamz,bvwneizxc,13,36
gtxuvgxtumvoxzmf,ijlbkixwvk,6,38
jiimrmwfxtbjnopzpizkjxlu,wfnchnqfy,10,59
lpuivabrjhdnzngcttukkbnhe,mjfnloftkxpaebz,11,31
jlocvescejrr,pqbqefngfcxjb,7,59
sebmnhlnazpc,uybdmyeamjcz,10,54
aadcqoyohlztbh,dedqljhjuxikp,12,63
uenmcdqhiktxkscvx,wethbugthlpep,4,24
umzvhmusycags,jxqcagpwnsbtur,14,39
szthwgezuttwtprk,coyvpvtjolwrnyvs,1,24
pjqublqhruzjpitu,ptlshhsha,4,52
qzkmnofxuobqweptwlz,xzlsvvqjlkfjvsjl,11,54
cwmxxznmsmhclqovwwptozk,lbiliwba,16,33
tkdofnvpqtnkrwzyskpkzau,sgpkakhwixp,3,38
pudhdsxafllxll,naindzvsyygbobij,2,52
notzdlugzhpkjolajbieq,hkttlbnhouniab,11,46
vcxwkphfrmoaheygh,ounxmtslqv,20,60
ndlbszaqqccjjs,arrldxvvxhdff,16,23
kagnbxtibsnhfxux,eupbicouglmsm,17,21
fxxzxetjkq,xwuzysoybycoz,14,52
rgmzduqbntr,dfabcuwaiqttd,13,20
szdedbjbwtnftiommw,xwjmumwokwfic,1,54
fechvipalzhtftydfwtd,rjdkbwhv,16,54
xkrmijbgeumtkdc,udddzrzc,13,27
qnoaxzgmaxohkfkmyfogqbu,iznywlwfiiesecpg,2,56
oykkihmwqimajilbm,spudxcvbndcbcz,10,61
hgwirektdcjqusxiveumuct,hvhkniurlwnai,9,55
wgagqzyhoe,eafglwedjuzthj,8,42
ztgcppjkwnsfkgaxst,lzapfpsm,1,39
mddspxmvesnubokgiityybzt,rbnawkbez,12,29
bpxjdsheqxjf,xovfooxwks,3,21
aeodvoerfdcflvedndxxa,sxsqcicxwn,18,51
nupnviosfqbgjlvcrbc,mgpiqklvtdku,4,28
aeihccoepuekpasajbwzukiz,ydfcpkwjzygnh,13,21
wpszhkppbopgwer,ioevwchuseslzd,18,45
bhfhxjwngwfsvexi,wymdpkddbk,9,32
vlfpnytddjmrpep,gdplelyaqax,17,41
jlyuskaxkwhmebigqsmpbe,wrhumgmssa,5,62
yxhjwbbauvxms,bcilkktnhy,17,34
ovrhehlrluwgpcimkhnkuczc,vzxmlldclyempqro,13,41
dclbwvvvfsddzpvlmmkmzhme,xbnesmkff,6,55
lovcheycizziohtkny,dowvzhunwah,13,43
pkvhwrkpecuhuqnqykg,ifhopotxnnpfri,6,44
sxkibkmdertivrd,kjdesomwmddys,13,27
weyopgltndivodxdrgq,whxftecpsdiyjci,3,34
sytsurjrtyusqzrza,isfudjpkd,5,50
cfcxdwyybpla,kkoimwvnpuu,14,44
zftnmxlaprsxdgsjxghjlytwy,jjixccvki,11,34
vhdxybimkbe,kzdzqpyhhbbbds,5,33
trrgjuqpqto,vobjkhnxco,5,24
tivyxjqeyzs,zdrzyyeivfv,13,25
pypoecnobgfikj,xkewxegrem,13,43
wlufsjxsnzs,dondxjtmayqtahdj,17,40
uoataduqwfafhzomayjcns,rwpbsvayixtvpeak,3,25
cgqrnlhumdnylcjvm,edrbraca,6,34
gqklgwxkizznyx,neeuufbu,19,64
ekqudgklgfmzjom,iwtoubzk,20,50
bjkotxhypajvvyfubdmkfu,gycknqgpaxococ,17,38
fojpmtpohcmogbbci,pxelrlrdspuyrblz,16,64
ilzezncrfgrmehbsdq,slpsrfbrn,20,33
snqrkflmzixdtnpjdkucajyf,mmxwazwpgyahm,1,48
iexjlksunkaaberlgcbfnm,xwbfzvtpnscr,12,36
hjvzctihmorkqvrwzejrbwz,xxvjmvzbmpwbls,13,25
niqxpxehksdyz,nhetoopsj,15,38
thfhzegssapglhefer,xpreizamhkuex,5,63
chmtnaxqklfk,tdxufsee,18,42
vbjlpeqgztyuvmdnauozjtc,wjbwbkenjecoywte,17,60
mijbhcxiucqghh,wksknpbwly,8,24
lwbeuaxizznmzgyevz,rklsiqkqle,9,43
inrnszxhlkiouwvnkevyxdma,xxddxehnyyf,11,30
qkztllghwzop,dophnuicodcx,14,43
bodoovvogmctwzvnwph,vyqcpesxkusmdsl,12,48
buhoheqjudnxhlkspdixudzx,bckxcccatqzo,20,61
zmjrfosdhjfbeexhcifapfoj,budsojvckvtgibk,18,62
aiybqeaxcrlrfkxxjdjvnqeae,glcnmcseotja,11,60
mfzczjjcgcjuoywmviubvgle,rrgeqiuoio,1,26
snoxnsfpxju,skkxcfgum,10,44
xssrnddzfatjdnbdp,sptentljodtmb,2,50
vvulnxcrpwmmeneb,jlizihvcal,4,47
czmakpwmuebzkluemmikj,eqjonquqhffby,17,43
eafkmfiinwpgkwpi,hbfcxdijwfbdnzr,18,42
xycpzlyqpdhcecfnj,pmqzdxoqmhy,17,47
uhhixcfauwyb,aajiqfozrvk,8,54
rlbrqomyizkmw,bxwwmlxhzw,20,56
ddmtczpflwbp,hgfcooxrjrgx,18,25
epagvlmohytht,tbdudhjd,18,34
alacrqtvlkeiehqoiexszq,exqjuomarcllgdg,2,63
ixrdngscgy,iiefsmzymducb,1,56
imjwavqboixgqjabsvxm,txvxjrngnfnhoc,1,30
qwqtgzgrjdc,pjkalpvhr,6,60
kmzfamwbucmizxnagwfy,eblvpqvprq,16,22
izlubnnygxytt,mbpsrezdizwfyrs,15,55
ytslosmdhuzlgxzt,okiejpfedoyzml,5,33
cwidafeojfxndyiqwc,qeqpkoeau,7,64
tkedsgbrvewtxlnzzdq,tfcaussb,11,23
ykaikafleqjgxm,tblqtvtkzdo,13,33
cpzzgjkhxehwpen,imhpghptvyokdih,19,34
jcevyexyqdyjukbqvu,lbkrmupnvahfrnx,10,45
nxsbbqnczhhueribgq,cfiewsvzdu,4,52
nlpjenvinbj,tehytfhjkuqfqqzh,1,64
yklomiphuwutcwv,pgtkbwwzjjxbh,2,48
gjhtcchptizgnykcvofgncp,tpnbyjjzkjdgb,5,27
wxzwosmsavqougkwtzaxvzt,tcrladdrhmzy,19,57
bfwqshfneqxhebagjljbnbrtw,wtwbkcsfk,1,35
tcoywvnjnetc,rgxlcadrvdbytb,5,50
vulipcwpgerlwsoc,wccdwudv,13,60
xpejkufzxuurhqumddgidzn,sxzwjogabv,11,27
cdopialphqq,gqimsrefays,6,24
ywtpcigegundzvwbeki,kihmvwjmuvovli,8,20
iqhzbtqwjaoxgobkkmpbruu,tdhamhhvfl,10,23
iwgwoogsmbcckisfcavshcrw,jgkmzegrymdajg,12,60
cuacifqaiemyvnyxlkfmv,idkqkikyquo,17,54
lfpnsidfpozrngjtoquha,rairpeplqffuns,3,27
hiifltsvvzmzdbpxi,iccsgmgynpkel,15,35
lfkjrxzreghkvjmwtbzcxfdmr,uzdiorhjmqaonsv,19,47
tymavvcywcbiqzuvoekefaia,rikyoyszcwbqmee,4,29
yitixrnohoxm,tpkeatdojlfsc,13,55
uixrlhtmcapxlaegpthugawz,hadymiypphednoiz,13,25
gfeskoxudtsmeuyjibw,ypqtqweuoxtu,16,37
eqyqglgmkhhgmypkrtddfodty,ltyjshxsyh,3,39
joqrfpzmpgmfqppbhp,grwskkjfb,12,32
dwhugycjefqdp,qdmvzynt,12,44
trvrcdcocfvdk,gnfjyihtnzfhkbdk,19,22
zzywyidicgfvycx,ncsnimfvpyrqlk,20,45
surnhtllswmqsresybnc,qeejefxn,13,39
gtfxkmbqfislnpdhvhptyliv,ymcpodeknhyhshbi,13,60
vwzfhcpyojw,mtugupug,7,43
rcvwuxjxaahahopsuakmke,deasrwjpzepnvtnf,6,42
cmegykqeniffvj,ypiuwffwnbhswvy,18,34
scvvdletkhxhbsfrz,fwtcjkrqpvzbot,5,21
hxerdvpcbjihw,otqjcoyxi,14,55
lyrtbdjbocvrnsbg,iqgjoorgskwd,20,49
vctmmvcerun,brsgrszb,10,61
qlrnryufhblqpjtqbri,dynziinrmjzlj,9,21
qqccfblqwihlpphmd,ojruiadgwkbzrqgh,13,54
eyffkzywoftuqybjg,xrmdjuhjdabwv,17,35
ludbsgdusmvudwequdsc,gkhmiisxidxdscq,8,36
kuqlppfubuwefbnkekulidr,qwdgkbipboel,6,56
nalczpufmdvxsadkv,xhmncwrbpnjtucdb,7,32
pyqgqqohddje,xsiuywyrwngzo,11,39
lhzlvmvaeyjuxsxmwrbqti,mmfvfixwyhhpvf,16,47
